0,1
Datasets/IAM_Words/words/a01/a01-003/a01-003-02-03.png,Foot-Griffiths
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-04-00.png,Labour
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-02-06.png,Mr.
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-05-03.png,fall
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-01-01.png,more
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-00-06.png,boycotting
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-07-04.png,talks
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-06-01.png,Greenfield
Datasets/IAM_Words/words/a01/a01-003/a01-003-08-06.png,any
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-06-03.png,Northern
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-08-06.png,","
Datasets/IAM_Words/words/a01/a01-007/a01-007-08-05.png,Premier
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-03-03.png,of
Datasets/IAM_Words/words/a01/a01-000u/a01-000u-01-03.png,Labour
Datasets/IAM_Words/words/a01/a01-014/a01-014-08-05.png,his
Datasets/IAM_Words/words/a01/a01-003/a01-003-03-05.png,as
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-01-03.png,created
Datasets/IAM_Words/words/a01/a01-007/a01-007-07-03.png,face
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-06-03.png,getting
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-03-00.png,of
Datasets/IAM_Words/words/a01/a01-011/a01-011-03-04.png,course
Datasets/IAM_Words/words/a01/a01-003/a01-003-04-00.png,opposed
Datasets/IAM_Words/words/a01/a01-014/a01-014-01-00.png,the
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-03-00.png,""""
Datasets/IAM_Words/words/a01/a01-003/a01-003-00-00.png,Though
Datasets/IAM_Words/words/a01/a01-000u/a01-000u-02-07.png,of
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-05-06.png,.
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-04-04.png,life
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-02-03.png,favour
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-00-03.png,13
Datasets/IAM_Words/words/a01/a01-014/a01-014-02-02.png,Said
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-06-04.png,an
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-01-04.png,on
Datasets/IAM_Words/words/a01/a01-003/a01-003-03-02.png,will
Datasets/IAM_Words/words/a01/a01-014/a01-014-05-00.png,the
Datasets/IAM_Words/words/a01/a01-007/a01-007-03-01.png,the
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-05-05.png,nominees
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-01-05.png,Most
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-01-06.png,Labour
Datasets/IAM_Words/words/a01/a01-011/a01-011-04-01.png,opposed
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-01-04.png,.
Datasets/IAM_Words/words/a01/a01-003/a01-003-00-08.png,a
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-01-07.png,to
Datasets/IAM_Words/words/a01/a01-003/a01-003-04-02.png,Government
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-07-07.png,Federal
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-06-07.png,abolished
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-03-09.png,the
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-01-05.png,Most
Datasets/IAM_Words/words/a01/a01-011/a01-011-05-00.png,in
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-10-06.png,up
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-10-02.png,appear
Datasets/IAM_Words/words/a01/a01-011/a01-011-04-02.png,to
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-03-02.png,House
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-04-02.png,as
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-04-02.png,is
Datasets/IAM_Words/words/a01/a01-003/a01-003-05-06.png,should
Datasets/IAM_Words/words/a01/a01-014/a01-014-03-08.png,if
Datasets/IAM_Words/words/a01/a01-000u/a01-000u-06-02.png,P
Datasets/IAM_Words/words/a01/a01-000u/a01-000u-02-05.png,a
Datasets/IAM_Words/words/a01/a01-007/a01-007-03-06.png,but
Datasets/IAM_Words/words/a01/a01-007/a01-007-04-06.png,number
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-03-04.png,while
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-07-02.png,Northern
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-08-05.png,""""
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-07-04.png,","
Datasets/IAM_Words/words/a01/a01-003/a01-003-07-00.png,that
Datasets/IAM_Words/words/a01/a01-014/a01-014-05-07.png,bound
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-04-01.png,he
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-07-06.png,the
Datasets/IAM_Words/words/a01/a01-007/a01-007-02-00.png,sentiment
Datasets/IAM_Words/words/a01/a01-007/a01-007-00-03.png,13
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-08-01.png,Secretary
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-04-06.png,Roy
Datasets/IAM_Words/words/a01/a01-003/a01-003-01-02.png,of
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-04-03.png,to
Datasets/IAM_Words/words/a01/a01-014/a01-014-01-01.png,London
Datasets/IAM_Words/words/a01/a01-007/a01-007-05-05.png,African
Datasets/IAM_Words/words/a01/a01-000u/a01-000u-01-04.png,life
Datasets/IAM_Words/words/a01/a01-011/a01-011-04-03.png,Africans
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-01-03.png,life
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-07-06.png,the
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-07-01.png,agreed
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-03-02.png,want
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-06-03.png,telephoned
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-04-01.png,in
Datasets/IAM_Words/words/a01/a01-014/a01-014-07-00.png,chief
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-09-02.png,Premier
Datasets/IAM_Words/words/a01/a01-007/a01-007-00-06.png,Peers
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-02-07.png,House
Datasets/IAM_Words/words/a01/a01-007/a01-007-07-05.png,challenge
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-05-05.png,of
Datasets/IAM_Words/words/a01/a01-014/a01-014-03-03.png,to
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-06-03.png,to
Datasets/IAM_Words/words/a01/a01-011/a01-011-03-05.png,of
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-00-05.png,Gaitskell
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-04-01.png,Government
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-04-10.png,","
Datasets/IAM_Words/words/a01/a01-011/a01-011-00-07.png,Independence
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-02-02.png,members
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-05-03.png,THE
Datasets/IAM_Words/words/a01/a01-014/a01-014-05-06.png,are
Datasets/IAM_Words/words/a01/a01-003/a01-003-01-03.png,Labour
Datasets/IAM_Words/words/a01/a01-011/a01-011-05-03.png,","
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-06-07.png,put
Datasets/IAM_Words/words/a01/a01-007/a01-007-00-04.png,Labour
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-05-05.png,Roy
Datasets/IAM_Words/words/a01/a01-011/a01-011-05-01.png,Northern
Datasets/IAM_Words/words/a01/a01-014/a01-014-04-02.png,gives
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-03-08.png,subject
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-04-03.png,Labour
Datasets/IAM_Words/words/a01/a01-000u/a01-000u-02-04.png,at
Datasets/IAM_Words/words/a01/a01-007/a01-007-04-07.png,of
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-00-00.png,Since
Datasets/IAM_Words/words/a01/a01-007/a01-007-05-00.png,members
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-09-05.png,any
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-03-02.png,put
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-04-00.png,do
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-00-04.png,Party
Datasets/IAM_Words/words/a01/a01-011/a01-011-06-07.png,a
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-05-06.png,is
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-01-00.png,boycotting
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-00-00.png,Delegates
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-01-00.png,Peeresses
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-01-05.png,Protectorate's
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-01-00.png,large
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-00-03.png,13
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-03-06.png,but
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-04-02.png,London
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-09-05.png,of
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-07-00.png,have
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-08-03.png,Mr.
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-08-09.png,.
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-08-01.png,Chequers
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-04-02.png,the
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-04-07.png,common
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-08-01.png,of
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-07-05.png,but
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-04-07.png,Mr.
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-06-00.png,Nationalist
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-01-02.png,been
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-01-03.png,Labour
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-00-01.png,Roy's
Datasets/IAM_Words/words/a01/a01-014/a01-014-05-05.png,There
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-02-00.png,would
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-04-05.png,adequate
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-05-07.png,are
Datasets/IAM_Words/words/a01/a01-000u/a01-000u-00-03.png,stop
Datasets/IAM_Words/words/a01/a01-007/a01-007-01-03.png,created
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-08-02.png,","
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-09-01.png,Federal
Datasets/IAM_Words/words/a01/a01-003/a01-003-01-07.png,to
Datasets/IAM_Words/words/a01/a01-003/a01-003-08-03.png,should
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-01-01.png,","
Datasets/IAM_Words/words/a01/a01-003/a01-003-05-02.png,into
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-01-03.png,large
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-05-06.png,Mr.
Datasets/IAM_Words/words/a01/a01-007/a01-007-04-04.png,an
Datasets/IAM_Words/words/a01/a01-014/a01-014-07-05.png,Greenfield
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-04-00.png,British
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-00-02.png,","
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-03-04.png,a
Datasets/IAM_Words/words/a01/a01-011/a01-011-00-01.png,from
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-04-04.png,of
Datasets/IAM_Words/words/a01/a01-003/a01-003-01-05.png,are
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-03-07.png,Labour
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-04-00.png,have
Datasets/IAM_Words/words/a01/a01-014/a01-014-07-07.png,telephoned
Datasets/IAM_Words/words/a01/a01-003/a01-003-08-00.png,and
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-03-08.png,has
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-02-00.png,sentiment
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-04-05.png,peers
Datasets/IAM_Words/words/a01/a01-000u/a01-000u-04-01.png,down
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-02-02.png,Labour
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-07-05.png,with
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-00-04.png,Party
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-02-05.png,Mr.
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-08-03.png,should
Datasets/IAM_Words/words/a01/a01-007/a01-007-03-08.png,it
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-10-01.png,would
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-02-06.png,Harry
Datasets/IAM_Words/words/a01/a01-007/a01-007-07-07.png,Sir
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-05-04.png,aide
Datasets/IAM_Words/words/a01/a01-014/a01-014-05-04.png,.
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-04-03.png,have
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-01-04.png,the
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-01-08.png,turn
Datasets/IAM_Words/words/a01/a01-003/a01-003-05-04.png,","
Datasets/IAM_Words/words/a01/a01-000u/a01-000u-06-03.png,for
Datasets/IAM_Words/words/a01/a01-007/a01-007-06-00.png,Parties
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-04-03.png,brought
Datasets/IAM_Words/words/a01/a01-000u/a01-000u-01-00.png,nominating
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-00-01.png,MOVE
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-09-03.png,not
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-01-00.png,support
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-08-02.png,Lords
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-07-00.png,majority
Datasets/IAM_Words/words/a01/a01-014/a01-014-03-05.png,what
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-07-00.png,a
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-08-00.png,House
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-07-08.png,would
Datasets/IAM_Words/words/a01/a01-007/a01-007-07-04.png,the
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-05-06.png,African
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-05-03.png,Exchange
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-01-01.png,National
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-00-08.png,#
Datasets/IAM_Words/words/a01/a01-014/a01-014-08-02.png,a
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-03-07.png,discuss
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-01-02.png,talks
Datasets/IAM_Words/words/a01/a01-011/a01-011-05-07.png,Secretary
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-07-07.png,which
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-03-01.png,night
Datasets/IAM_Words/words/a01/a01-014/a01-014-02-04.png,Nkumbula
Datasets/IAM_Words/words/a01/a01-007/a01-007-06-05.png,agreed
Datasets/IAM_Words/words/a01/a01-003/a01-003-02-06.png,Mr.
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-03-05.png,what
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-07-09.png,.
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-03-07.png,the
Datasets/IAM_Words/words/a01/a01-007/a01-007-03-07.png,while
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-08-04.png,be
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-01-05.png,the
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-03-06.png,on
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-09-00.png,that
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-00-00.png,Though
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-08-05.png,Macleod
Datasets/IAM_Words/words/a01/a01-011x/a01-011x-08-03.png,insisting
Datasets/IAM_Words/words/a01/a01-007/a01-007-02-03.png,still
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-05-07.png,He
Datasets/IAM_Words/words/a01/a01-014/a01-014-07-02.png,","
Datasets/IAM_Words/words/a01/a01-014/a01-014-02-03.png,Mr.
Datasets/IAM_Words/words/a01/a01-000u/a01-000u-00-01.png,MOVE
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-02-07.png,Foot-
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-01-06.png,Labour
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-04-06.png,the
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-05-08.png,believes
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-03-03.png,""""
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-08-04.png,Roy
Datasets/IAM_Words/words/a01/a01-003/a01-003-02-04.png,resolution
Datasets/IAM_Words/words/a01/a01-007/a01-007-06-04.png,have
Datasets/IAM_Words/words/a01/a01-011/a01-011-06-00.png,Mr.
Datasets/IAM_Words/words/a01/a01-003/a01-003-03-07.png,Ps
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-08-05.png,abolished
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-04-06.png,""""
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-03-03.png,to
Datasets/IAM_Words/words/a01/a01-011/a01-011-03-10.png,is
Datasets/IAM_Words/words/a01/a01-014/a01-014-00-02.png,United
Datasets/IAM_Words/words/a01/a01-014/a01-014-03-07.png,do
Datasets/IAM_Words/words/a01/a01-014/a01-014-04-06.png,Roy
Datasets/IAM_Words/words/a01/a01-000u/a01-000u-02-00.png,is
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-02-07.png,Michael
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-04-02.png,which
Datasets/IAM_Words/words/a01/a01-007/a01-007-03-03.png,of
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-04-08.png,Will
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-08-06.png,an
Datasets/IAM_Words/words/a01/a01-011/a01-011-04-00.png,violently
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-07-03.png,get
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-05-02.png,Roy's
Datasets/IAM_Words/words/a01/a01-011/a01-011-05-05.png,the
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-05-02.png,talks
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-02-00.png,future
Datasets/IAM_Words/words/a01/a01-014/a01-014-03-06.png,to
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-00-05.png,is
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-04-00.png,be
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-02-04.png,the
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-07-00.png,that
Datasets/IAM_Words/words/a01/a01-000u/a01-000u-04-02.png,a
Datasets/IAM_Words/words/a01/a01-003/a01-003-04-05.png,brought
Datasets/IAM_Words/words/a01/a01-003/a01-003-02-00.png,turn
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-03-06.png,to
Datasets/IAM_Words/words/a01/a01-003/a01-003-00-04.png,some
Datasets/IAM_Words/words/a01/a01-007/a01-007-07-06.png,from
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-02-07.png,:
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-03-04.png,Lords
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-03-02.png,:
Datasets/IAM_Words/words/a01/a01-011/a01-011-02-03.png,"400,000"
Datasets/IAM_Words/words/a01/a01-011/a01-011-02-05.png,will
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-07-02.png,Sir
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-05-04.png,two
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-01-04.png,majority
Datasets/IAM_Words/words/a01/a01-007/a01-007-03-05.png,","
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-00-00.png,Since
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-00-00.png,Sir
Datasets/IAM_Words/words/a01/a01-014/a01-014-04-04.png,to
Datasets/IAM_Words/words/a01/a01-014/a01-014-05-01.png,talks
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-02-04.png,abolition
Datasets/IAM_Words/words/a01/a01-007/a01-007-06-01.png,of
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-06-01.png,Parties
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-05-00.png,of
Datasets/IAM_Words/words/a01/a01-007u/a01-007u-06-02.png,of
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-00-02.png,to
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-05-04.png,.
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-03-00.png,African
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-06-03.png,they
Datasets/IAM_Words/words/a01/a01-003/a01-003-02-01.png,down
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-00-02.png,United
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-05-00.png,P
Datasets/IAM_Words/words/a01/a01-014u/a01-014u-03-04.png,We
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-04-06.png,.
Datasets/IAM_Words/words/a01/a01-000u/a01-000u-02-01.png,to
Datasets/IAM_Words/words/a01/a01-007/a01-007-06-06.png,to
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-05-01.png,rival
Datasets/IAM_Words/words/a01/a01-007/a01-007-03-02.png,House
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-07-01.png,from
Datasets/IAM_Words/words/a01/a01-011/a01-011-04-06.png,elected
Datasets/IAM_Words/words/a01/a01-011/a01-011-06-11.png,.
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-10-07.png,""""
Datasets/IAM_Words/words/a01/a01-014/a01-014-03-01.png,We
Datasets/IAM_Words/words/a01/a01-011x/a01-011x-08-04.png,on
Datasets/IAM_Words/words/a01/a01-003/a01-003-06-05.png,He
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-01-10.png,a
Datasets/IAM_Words/words/a01/a01-000u/a01-000u-00-04.png,Mr.
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-06-00.png,into
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-05-02.png,action
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-06-08.png,the
Datasets/IAM_Words/words/a01/a01-011/a01-011-06-03.png,","
Datasets/IAM_Words/words/a01/a01-003u/a01-003u-06-01.png,existence
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-05-00.png,and
Datasets/IAM_Words/words/a01/a01-014/a01-014-09-03.png,Chequers
Datasets/IAM_Words/words/a01/a01-003/a01-003-06-03.png,nominees
Datasets/IAM_Words/words/a01/a01-014x/a01-014x-05-04.png,through
Datasets/IAM_Words/words/a01/a01-003x/a01-003x-01-01.png,majority
Datasets/IAM_Words/words/a01/a01-000x/a01-000x-02-03.png,Ps
Datasets/IAM_Words/words/a01/a01-007x/a01-007x-04-01.png,an
Datasets/IAM_Words/words/a01/a01-003/a01-003-07-03.png,of
Datasets/IAM_Words/words/a01/a01-003/a01-003-08-02.png,Labour
Datasets/IAM_Words/words/a01/a01-011u/a01-011u-09-01.png,insisting
Datasets/IAM_Words/words/a01/a01-011/a01-011-03-00.png,to
